UniprotID,TCDBID,Substrates,Column1,Column2,Column3
Q9M2C0,2.A.89.3.7,Unknown ,,,
H3HYH7,2.A.90.2.1,Unknown ,,,
F0Y8J2,2.A.90.3.1,Unknown ,,,
B0WGJ0,2.A.90.3.2,Unknown ,,,
Q8N4M1,2.A.92.1.3,Unknown ,,,
Q12412,2.A.92.1.8,Unknown ,,,
Q54IJ2,2.A.92.1.9,Unknown ,,,
B0WNM6,2.A.94.1.2,Unknown ,,,
O57953,2.A.95.1.2,Unknown ,,,
O32244,2.A.95.1.3,Unknown ,,,
O14201,2.A.96.1.6,Unknown ,,,
Q08179,2.A.97.1.2,Unknown ,,,
P62723,2.A.98.1.3,Unknown ,,,
F3LB58,2.A.98.1.4,Unknown ,,,
O28652,2.A.98.2.1,Unknown ,,,
P02929,2.C.1.1.1,Unknown ,,,
Q79AD1,2.C.1.1.2,Unknown ,,,
Q1R210,2.C.1.1.3,Unknown ,,,
Q6MJC1,2.C.1.1.4,Unknown ,,,
Q6MPT2,2.C.1.1.5,Unknown ,,,
A0BM91,2.D.1.1.8,Unknown ,,,
Q93J94,3.A.1.1.36,Unknown ,,,
Q93J93,3.A.1.1.36,Unknown ,,,
Q93J92,3.A.1.1.36,Unknown ,,,
Q9L0Q1,3.A.1.1.36,Unknown ,,,
Q9F2Y8,3.A.1.105.13,Unknown ,,,
Q9F2Y7,3.A.1.105.13,Unknown ,,,
Q7AKK4,3.A.1.105.14,Unknown ,,,
Q7AKK5,3.A.1.105.14,Unknown ,,,
C8TJS4,3.A.1.105.16,Unknown ,,,
P0AGH1,3.A.1.105.16,Unknown ,,,
P37626,3.A.1.105.16,Unknown ,,,
C7QI22,3.A.1.105.18,Unknown ,,,
P94440,3.A.1.105.19,Unknown ,,,
P94441,3.A.1.105.19,Unknown ,,,
P94442,3.A.1.105.19,Unknown ,,,
Q86LC8,3.A.1.105.5,Unknown ,,,
Q3Z8A7,3.A.1.105.6,Unknown ,,,
Q3Z8A8,3.A.1.105.6,Unknown ,,,
J7ZHK9,3.A.1.105.9,Unknown ,,,
J8A8S6,3.A.1.105.9,Unknown ,,,
J8ABC0,3.A.1.105.9,Unknown ,,,
W1HZL5,3.A.1.106.16,Unknown ,,,
A4QD95,3.A.1.106.4,Unknown ,,,
C7QBX7,3.A.1.109.7,Unknown ,,,
Q9PPY0,3.A.1.112.6,Unknown ,,,
P43672,3.A.1.120.6,Unknown ,,,
Q973J4,3.A.1.122.10,Unknown ,,,
Q58207,3.A.1.122.14,Unknown ,,,
Q58206,3.A.1.122.14,Unknown ,,,
A4YGY2,3.A.1.122.5,Unknown ,,,
Q8TM30,3.A.1.122.6,Unknown ,,,
Q8TM31,3.A.1.122.6,Unknown ,,,
A8TDW7,3.A.1.122.7,Unknown ,,,
A8TDX0,3.A.1.122.7,Unknown ,,,
Q73MJ2,3.A.1.122.8,Unknown ,,,
Q73MJ3,3.A.1.122.8,Unknown ,,,
Q73MJ4,3.A.1.122.8,Unknown ,,,
A8M8Z1,3.A.1.122.9,Unknown ,,,
Q2J9P4,3.A.1.125.3,Unknown ,,,
Q2J9P5,3.A.1.125.3,Unknown ,,,
M0P6L1,3.A.1.125.4,Unknown ,,,
B1ZMT9,3.A.1.125.5,Unknown ,,,
B1ZMU0,3.A.1.125.5,Unknown ,,,
B0K2P2,3.A.1.128.2,Unknown ,,,
B0K2P3,3.A.1.128.2,Unknown ,,,
B1L0U0,3.A.1.128.3,Unknown ,,,
B1L0U1,3.A.1.128.3,Unknown ,,,
A8F6Z4,3.A.1.128.4,Unknown ,,,
A9BGZ5,3.A.1.128.5,Unknown ,,,
A9BGZ4,3.A.1.128.5,Unknown ,,,
O58952,3.A.1.128.6,Unknown ,,,
O58953,3.A.1.128.6,Unknown ,,,
Q9HM06,3.A.1.128.7,Unknown ,,,
Q9HM05,3.A.1.128.7,Unknown ,,,
Q7NL23,3.A.1.132.10,Unknown ,,,
Q7NL24,3.A.1.132.10,Unknown ,,,
O30385,3.A.1.132.12,Unknown ,,,
O30386,3.A.1.132.12,Unknown ,,,
A0L4K8,3.A.1.132.3,Unknown ,,,
A0L4L0,3.A.1.132.3,Unknown ,,,
Q2SDB0,3.A.1.132.4,Unknown ,,,
Q2SDB1,3.A.1.132.4,Unknown ,,,
A8GZV3,3.A.1.132.5,Unknown ,,,
A8GZV2,3.A.1.132.5,Unknown ,,,
Q99ZC7,3.A.1.132.6,Unknown ,,,
Q99ZC8,3.A.1.132.6,Unknown ,,,
Q7UXN5,3.A.1.132.7,Unknown ,,,
H8I780,3.A.1.132.8,Unknown ,,,
H8I779,3.A.1.132.8,Unknown ,,,
F9Z892,3.A.1.132.9,Unknown ,,,
F9Z893,3.A.1.132.9,Unknown ,,,
Q26C21,3.A.1.133.2,Unknown ,,,
Q73MJ0,3.A.1.136.1,Unknown ,,,
A3MWP1,3.A.1.137.1,Unknown ,,,
A3MWP2,3.A.1.137.1,Unknown ,,,
Q6KYW8,3.A.1.138.1,Unknown ,,,
Q6KYW9,3.A.1.138.1,Unknown ,,,
H9UM46,3.A.1.139.3,Unknown ,,,
H9UM45,3.A.1.139.3,Unknown ,,,
P0AC31,3.A.1.140.1,Unknown ,,,
P0A9R7,3.A.1.140.1,Unknown ,,,
Q8R6Q4,3.A.1.141.2,Unknown ,,,
Q8R6Q5,3.A.1.141.2,Unknown ,,,
Q8R6Q6,3.A.1.141.2,Unknown ,,,
Q6MMA9,3.A.1.142.2,Unknown ,,,
Q6MMA8,3.A.1.142.2,Unknown ,,,
G0IP52,3.A.1.143.2,Unknown ,,,
G0IP51,3.A.1.143.2,Unknown ,,,
Q0W8T3,3.A.1.144.1,Unknown ,,,
Q0W8T4,3.A.1.144.1,Unknown ,,,
Q0W8T6,3.A.1.144.2,Unknown ,,,
Q0W8T7,3.A.1.144.2,Unknown ,,,
Q1D0V1,3.A.1.144.3,Unknown ,,,
Q1D0V0,3.A.1.144.3,Unknown ,,,
E1IBA3,3.A.1.144.4,Unknown ,,,
E1IBA4,3.A.1.144.4,Unknown ,,,
Q1D520,3.A.1.145.1,Unknown ,,,
Q7NNH4,3.A.1.145.2,Unknown ,,,
K1L960,3.A.1.145.3,Unknown ,,,
D1YY51,3.A.1.145.4,Unknown ,,,
E8R490,3.A.1.146.2,Unknown ,,,
E8R491,3.A.1.146.2,Unknown ,,,
E8R492,3.A.1.146.2,Unknown ,,,
E8R493,3.A.1.146.2,Unknown ,,,
C1A6K7,3.A.1.147.1,Unknown ,,,
C1A6K8,3.A.1.147.1,Unknown ,,,
J7IPE5,3.A.1.147.10,Unknown ,,,
F8FLY7,3.A.1.147.2,Unknown ,,,
F8FLY8,3.A.1.147.2,Unknown ,,,
E8R692,3.A.1.147.3,Unknown ,,,
E8R694,3.A.1.147.3,Unknown ,,,
D4M3V3,3.A.1.147.4,Unknown ,,,
D4M3V2,3.A.1.147.4,Unknown ,,,
B2A6N2,3.A.1.147.5,Unknown ,,,
B2A6N1,3.A.1.147.5,Unknown ,,,
C9XJW9,3.A.1.147.6,Unknown ,,,
C9XJX0,3.A.1.147.6,Unknown ,,,
E6SIR8,3.A.1.147.7,Unknown ,,,
E6SIR7,3.A.1.147.7,Unknown ,,,
B8ZKM8,3.A.1.147.8,Unknown ,,,
B8ZKM9,3.A.1.147.8,Unknown ,,,
H8I7G4,3.A.1.147.9,Unknown ,,,
H8I7G5,3.A.1.147.9,Unknown ,,,
R4ZCJ4,3.A.1.148.2,Unknown ,,,
,3.A.1.148.2,Unknown ,,,
R4ZCR6,3.A.1.148.2,Unknown ,,,
D6TT55,3.A.1.148.3,Unknown ,,,
D6TT54,3.A.1.148.3,Unknown ,,,
D2BBE4,3.A.1.148.4,Unknown ,,,
D2BBE3,3.A.1.148.4,Unknown ,,,
S7U3S6,3.A.1.149.3,Unknown ,,,
S7U8X0,3.A.1.149.3,Unknown ,,,
Q8U2E3,3.A.1.150.1,Unknown ,,,
Q8U2E2,3.A.1.150.1,Unknown ,,,
Q8U2E1,3.A.1.150.1,Unknown ,,,
I6TWD0,3.A.1.150.1,Unknown ,,,
Q8U1W4,3.A.1.150.2,Unknown ,,,
Q8U1W3,3.A.1.150.2,Unknown ,,,
Q8U1W2,3.A.1.150.2,Unknown ,,,
Q8U1W1,3.A.1.150.2,Unknown ,,,
B8D1W7,3.A.1.151.1,Unknown ,,,
B8D1W6,3.A.1.151.1,Unknown ,,,
B8D1W5,3.A.1.151.1,Unknown ,,,
R7QS55,3.A.1.17.9,Unknown ,,,
H2JXL4,3.A.1.19.3,Unknown ,,,
H2JXL5,3.A.1.19.3,Unknown ,,,
H2JXL6,3.A.1.19.3,Unknown ,,,
C1CWI2,3.A.1.19.5,Unknown ,,,
C1CWI3,3.A.1.19.5,Unknown ,,,
C1CWI4,3.A.1.19.5,Unknown ,,,
Q9NRK6,3.A.1.201.17,Unknown ,,,
Q18900,3.A.1.204.10,Unknown ,,,
A9SCA8,3.A.1.204.11,Unknown ,,,
Q55DW4,3.A.1.204.13,Unknown ,,,
Q8SQU5,3.A.1.204.14,Unknown ,,,
Q9H172,3.A.1.204.20,Unknown ,,,
Q11180,3.A.1.204.3,Unknown ,,,
P51533,3.A.1.205.12,Unknown ,,,
A0ECD9,3.A.1.207.1,Unknown ,,,
Q22NS1,3.A.1.207.2,Unknown ,,,
Q8ST07,3.A.1.207.3,Unknown ,,,
C4LT38,3.A.1.207.4,Unknown ,,,
G1UHW7,3.A.1.208.24,Unknown ,,,
Q7YR74,3.A.1.208.30,Unknown ,,,
D2WF19,3.A.1.208.32,Unknown ,,,
Q10RX7,3.A.1.208.34,Unknown ,,,
M4V9P1,3.A.1.208.36,Unknown ,,,
M4VPV1,3.A.1.208.36,Unknown ,,,
Q6MK68,3.A.1.208.38,Unknown ,,,
Q6MK69,3.A.1.208.38,Unknown ,,,
Q09428,3.A.1.208.4,Unknown ,,,
Q2G506,3.A.1.210.11,Unknown ,,,
Q9ZDW0,3.A.1.210.3,Unknown ,,,
Q84M24,3.A.1.211.11,Unknown ,,,
Q9FLT8,3.A.1.211.12,Unknown ,,,
Q86UQ4,3.A.1.211.18,Unknown ,,,
Q8T6J5,3.A.1.211.19,Unknown ,,,
Q8T5Z7,3.A.1.211.7,Unknown ,,,
A2SPE8,3.A.1.26.2,Unknown ,,,
A2SPE9,3.A.1.26.2,Unknown ,,,
A7BAX2,3.A.1.26.3,Unknown ,,,
A7BAX3,3.A.1.26.3,Unknown ,,,
P63399,3.A.1.26.4,Unknown ,,,
P64997,3.A.1.26.4,Unknown ,,,
Q9Y974,3.A.1.26.6,Unknown ,,,
Q9Y977,3.A.1.26.6,Unknown ,,,
Q9Y979,3.A.1.26.6,Unknown ,,,
Q9Y982,3.A.1.26.6,Unknown ,,,
Q8G6E7,3.A.1.31.1,Unknown ,,,
Q8G6E8,3.A.1.31.1,Unknown ,,,
Q8G6E9,3.A.1.31.1,Unknown ,,,
Q73JF1,3.A.1.31.2,Unknown ,,,
Q73JF2,3.A.1.31.2,Unknown ,,,
Q73JF3,3.A.1.31.2,Unknown ,,,
Q5ZYY0,3.A.3.5.36,Unknown ,,,
P25619,3.E.1.4.1,Unknown ,,,
O74631,3.E.1.4.9,Unknown ,,,
L1JUU4,3.E.1.8.3,Unknown ,,,
P32670,4.A.2.1.10,Unknown ,,,
P32672,4.A.2.1.10,Unknown ,,,
P32676,4.A.2.1.10,Unknown ,,,
P69816,4.A.2.1.10,Unknown ,,,
P69808,4.A.2.1.11,Unknown ,,,
P77439,4.A.2.1.11,Unknown ,,,
P77579,4.A.2.1.11,Unknown ,,,
L0RBX2,4.A.6.2.1,Unknown ,,,
Q72BK3,4.A.6.2.1,Unknown ,,,
Q72BK2,4.A.6.2.1,Unknown ,,,
L0R9B7,4.A.6.2.1,Unknown ,,,
V2PXV0,4.A.6.3.1,Unknown ,,,
V2QAC2,4.A.6.3.1,Unknown ,,,
V2Q940,4.A.6.3.1,Unknown ,,,
V2RIC7,4.A.6.3.1,Unknown ,,,
L0KAG0,4.A.6.4.2,Unknown ,,,
E2CNM3,4.A.6.5.1,Unknown ,,,
B7LDS1,4.A.7.1.2,Unknown ,,,
B7LDS2,4.A.7.1.2,Unknown ,,,
B7LDR9,4.A.7.1.2,Unknown ,,,
C8TA54,4.A.7.1.4,Unknown ,,,
D4W7H5,4.A.7.1.5,Unknown ,,,
Q47536,4.D.1.1.11,Unknown ,,,
A7BVJ0,4.D.1.1.6,Unknown ,,,
Q12TG6,4.D.2.1.1,Unknown ,,,
A2SSY9,4.D.2.1.2,Unknown ,,,
E0NY51,4.D.2.1.4,Unknown ,,,
E0QJ98,4.D.2.1.5,Unknown ,,,
C9XJW8,4.D.2.1.7,Unknown ,,,
Q5UXW9,4.D.2.2.1,Unknown ,,,
F8AGU2,4.D.2.2.2,Unknown ,,,
Q6MJ43,4.D.2.2.3,Unknown ,,,
D2ARG4,4.D.2.3.1,Unknown ,,,
O53655,4.D.2.4.1,Unknown ,,,
E6V6R4,4.D.2.4.2,Unknown ,,,
P75770,4.D.2.4.3,Unknown ,,,
B8G562,4.D.2.5.1,Unknown ,,,
E1IDW6,4.D.2.5.2,Unknown ,,,
Q9LFL0,4.D.3.1.9,Unknown ,,,
A7EIH8,4.D.3.2.1,Unknown ,,,
A0ECR8,4.F.1.1.4,Unknown ,,,
U2ZTT2,4.F.1.1.6,Unknown ,,,
N1MXH3,4.F.1.2.1,Unknown ,,,
G5SQC7,4.F.1.2.2,Unknown ,,,
F8L6Z5,5.B.7.3.1,Unknown ,,,
D7C9K8,5.B.7.4.1,Unknown ,,,
D5CLB9,5.B.9.1.4,Unknown ,,,
D8PBH7,5.B.9.1.6,Unknown ,,,
C0QPI2,5.B.9.1.7,Unknown ,,,
Q0YNZ7,5.B.9.1.8,Unknown ,,,
C2QC43,9.A.10.1.2,Unknown ,,,
L7EGF5,9.A.10.2.1,Unknown ,,,
W4V7Z9,9.A.10.2.2,Unknown ,,,
A1QYM3,9.A.10.3.1,Unknown ,,,
P39569,9.A.11.1.2,Unknown ,,,
K0EQI6,9.A.12.1.2,Unknown ,,,
D2BBE5,9.A.12.1.3,Unknown ,,,
D5UKP2,9.A.12.1.4,Unknown ,,,
F1QQH4,9.A.14.13.11,Unknown ,,,
Q12142,9.A.15.1.1,Unknown ,,,
Q12527,9.A.15.1.1,Unknown ,,,
Q06671,9.A.15.1.1,Unknown ,,,
P46987,9.A.15.1.1,Unknown ,,,
P53104,9.A.15.1.1,Unknown ,,,
P53855,9.A.15.1.1,Unknown ,,,
Q06628,9.A.15.1.1,Unknown ,,,
P43601,9.A.15.1.1,Unknown ,,,
Q5ANC9,9.A.15.1.1,Unknown ,,,
P25568,9.A.15.1.1,Unknown ,,,
P46989,9.A.15.1.1,Unknown ,,,
Q9KDP8,9.A.22.1.2,Unknown ,,,
E6TQK3,9.A.22.1.3,Unknown ,,,
Q5WB10,9.A.22.2.1,Unknown ,,,
G7VW71,9.A.22.3.1,Unknown ,,,
A9NFH9,9.A.23.1.2,Unknown ,,,
E1FXE2,9.A.24.1.10,Unknown ,,,
B6SQ48,9.A.24.1.8,Unknown ,,,
A3UHU5,9.A.24.2.2,Unknown ,,,
A1T964,9.A.24.3.1,Unknown ,,,
O74333,9.A.27.1.3,Unknown ,,,
A1C4R1,9.A.27.1.4,Unknown ,,,
A5E332,9.A.27.1.5,Unknown ,,,
Q7S8H8,9.A.27.1.6,Unknown ,,,
Q8NJ01,9.A.27.1.7,Unknown ,,,
B0N7T4,9.A.28.1.2,Unknown ,,,
D4JEY0,9.A.28.1.3,Unknown ,,,
A5A639,9.A.29.1.1,Unknown ,,,
C6IBZ4,9.A.29.2.1,Unknown ,,,
Q9HDY3,9.A.29.3.1,Unknown ,,,
Q9LHF3,9.A.29.3.2,Unknown ,,,
Q96L92,9.A.3.1.1,Unknown ,,,
Q9ULJ7,9.A.3.1.1,Unknown ,,,
Q8N9S9,9.A.3.1.2,Unknown ,,,
Q9XXE7,9.A.30.2.1,Unknown ,,,
Q9VIM4,9.A.30.3.1,Unknown ,,,
Q6MJ49,9.A.31.1.3,Unknown ,,,
Q6MJ48,9.A.31.1.3,Unknown ,,,
R9K9J9,9.A.32.1.2,Unknown ,,,
O31580,9.A.32.2.1,Unknown ,,,
C5F3G8,9.A.32.2.2,Unknown ,,,
Q9KW03,9.A.33.1.1,Unknown ,,,
K0D9A6,9.A.39.1.6,Unknown ,,,
P64564,9.A.4.1.2,Unknown ,,,
Q81WE1,9.A.4.2.1,Unknown ,,,
S6A3A3,9.A.4.2.4,Unknown ,,,
Q73GS7,9.A.4.3.1,Unknown ,,,
P54428,9.A.40.2.1,Unknown ,,,
O07585,9.A.40.2.3,Unknown ,,,
A8PKS6,9.A.42.1.2,Unknown ,,,
654937066,9.A.42.1.3,Unknown ,,,
C6T192,9.A.43.1.2,Unknown ,,,
K4CL21,9.A.43.1.3,Unknown ,,,
U5GXK3,9.A.43.1.4,Unknown ,,,
B4FV28,9.A.43.1.5,Unknown ,,,
Q5Z575,9.A.43.1.6,Unknown ,,,
Q2R8Q6,9.A.43.1.7,Unknown ,,,
M7Z0P9,9.A.43.1.8,Unknown ,,,
R7W971,9.A.43.1.9,Unknown ,,,
D3SUJ2,9.A.44.1.3,Unknown ,,,
Q12XA9,9.A.44.2.1,Unknown ,,,
Q8TTG6,9.A.44.2.2,Unknown ,,,
P58418,9.A.46.1.1,Unknown ,,,
A0PK11,9.A.46.1.2,Unknown ,,,
Q8NCR9,9.A.46.1.3,Unknown ,,,
Q6DGA8,9.A.46.1.4,Unknown ,,,
A7SGP9,9.A.46.2.1,Unknown ,,,
W2STN4,9.A.46.2.2,Unknown ,,,
Q960K3,9.A.46.2.3,Unknown ,,,
J9K3K9,9.A.46.2.4,Unknown ,,,
V4ADA6,9.A.46.2.5,Unknown ,,,
Q9UI14,9.A.49.1.1,Unknown ,,,
Q54NS7,9.A.49.1.10,Unknown ,,,
Q5CW48,9.A.49.1.11,Unknown ,,,
A6NP52,9.A.49.1.2,Unknown ,,,
O75915,9.A.49.1.3,Unknown ,,,
Q9LYN0,9.A.49.1.4,Unknown ,,,
D3B3R8,9.A.49.1.5,Unknown ,,,
G0U3Y5,9.A.49.1.6,Unknown ,,,
A4HLL2,9.A.49.1.7,Unknown ,,,
L8H9G4,9.A.49.1.8,Unknown ,,,
D5X8Q3,9.A.5.3.1,Unknown ,,,
O34765,9.A.5.3.2,Unknown ,,,
D2YRH2,9.A.5.4.1,Unknown ,,,
P39379,9.A.5.4.2,Unknown ,,,
B9SQ26,9.A.54.1.4,Unknown ,,,
Q4DTX8,9.A.54.1.5,Unknown ,,,
B3L7M4,9.A.54.2.1,Unknown ,,,
G8ZNA0,9.A.54.3.2,Unknown ,,,
M1V9R7,9.A.54.3.3,Unknown ,,,
Q2NFT3,9.A.54.4.1,Unknown ,,,
K7ZH85,9.A.55.1.10,Unknown ,,,
G8NT63,9.A.55.1.11,Unknown ,,,
G4QM84,9.A.55.1.12,Unknown ,,,
A1WXX5,9.A.55.1.13,Unknown ,,,
G8TWN6,9.A.55.1.14,Unknown ,,,
E8RHL4,9.A.55.1.2,Unknown ,,,
B2UGQ2,9.A.55.1.3,Unknown ,,,
A8J716,9.A.55.1.4,Unknown ,,,
C1DWI6,9.A.55.1.5,Unknown ,,,
C6HZB9,9.A.55.1.6,Unknown ,,,
B9XK32,9.A.55.1.7,Unknown ,,,
S0EXC4,9.A.55.1.8,Unknown ,,,
N1WTL5,9.A.55.1.9,Unknown ,,,
E4ZKA3,9.A.55.2.1,Unknown ,,,
I4YEL0,9.A.55.2.2,Unknown ,,,
B4W3P4,9.A.55.3.1,Unknown ,,,
Q9FMV2,9.A.61.1.1,Unknown ,,,
F4JEW3,9.A.61.1.2,Unknown ,,,
M5X8J0,9.A.61.1.3,Unknown ,,,
M4E3U6,9.A.61.3.1,Unknown ,,,
H8ZJB9,9.A.61.4.1,Unknown ,,,
P07581,9.A.65.1.1,Unknown ,,,
S7VVL5,9.A.67.1.1,Unknown ,,,
S7WKK8,9.A.67.1.1,Unknown ,,,
S7UQ33,9.A.67.1.1,Unknown ,,,
J0MMU8,9.B.1.1.4,Unknown ,,,
Q8EXN4,9.B.1.1.5,Unknown ,,,
O07910,9.B.101.1.1,Unknown ,,,
Q97UD1,9.B.102.1.10,Unknown ,,,
E9F2E3,9.B.102.1.11,Unknown ,,,
I4B9X0,9.B.102.1.13,Unknown ,,,
S5ZLG8,9.B.102.1.14,Unknown ,,,
F5WRH9,9.B.102.1.15,Unknown ,,,
F7YYJ6,9.B.102.1.16,Unknown ,,,
H6QCF1,9.B.102.1.17,Unknown ,,,
H1XYZ1,9.B.102.1.18,Unknown ,,,
C6Y2I5,9.B.102.1.19,Unknown ,,,
P33015,9.B.102.1.2,Unknown ,,,
C7P7E2,9.B.102.1.20,Unknown ,,,
Q6LIW2,9.B.102.1.21,Unknown ,,,
T0MT85,9.B.102.1.22,Unknown ,,,
Q54QE2,9.B.102.1.3,Unknown ,,,
Q898P7,9.B.102.1.4,Unknown ,,,
Q39Q12,9.B.102.1.5,Unknown ,,,
B9LNB4,9.B.102.1.6,Unknown ,,,
G7WKF9,9.B.102.1.7,Unknown ,,,
D6ST26,9.B.102.1.8,Unknown ,,,
Q9HKX6,9.B.102.1.9,Unknown ,,,
D6CN48,9.B.102.2.1,Unknown ,,,
E6V6W6,9.B.102.2.3,Unknown ,,,
K2M2W7,9.B.102.2.4,Unknown ,,,
W4LLS5,9.B.102.2.5,Unknown ,,,
N/A,9.B.102.3.1,Unknown ,,,
Q5ZQN6,9.B.102.3.1,Unknown ,,,
Q0A824,9.B.102.3.2,Unknown ,,,
F5Y3J8,9.B.102.3.3,Unknown ,,,
Q1YN60,9.B.102.3.4,Unknown ,,,
Q5LPN1,9.B.102.3.5,Unknown ,,,
A0LFK9,9.B.102.4.1,Unknown ,,,
B8JE82,9.B.102.4.2,Unknown ,,,
Q74AP1,9.B.102.4.3,Unknown ,,,
B1ZSP7,9.B.102.4.4,Unknown ,,,
T0IWR6,9.B.102.4.5,Unknown ,,,
D6CUL1,9.B.102.5.1,Unknown ,,,
M2Y1K0,9.B.102.5.4,Unknown ,,,
E7BBJ2,9.B.102.5.5,Unknown ,,,
K4IG61,9.B.102.5.6,Unknown ,,,
D5X2W6,9.B.102.5.7,Unknown ,,,
M7XSV4,9.B.102.5.8,Unknown ,,,
M1W124,9.B.103.1.2,Unknown ,,,
KMZ66701.1,9.B.103.1.3,Unknown ,,,
Q46G03,9.B.104.1.2,Unknown ,,,
F0Z2G1,9.B.104.1.3,Unknown ,,,
Q8F2A9,9.B.104.1.5,Unknown ,,,
Q9H300,9.B.104.1.6,Unknown ,,,
P20350,9.B.104.2.1,Unknown ,,,
Q7V865,9.B.104.3.1,Unknown ,,,
Q64XM9,9.B.104.3.2,Unknown ,,,
A4QGR2,9.B.104.3.3,Unknown ,,,
m4vtx6,9.B.104.3.4,Unknown ,,,
Q8TEB9,9.B.104.4.1,Unknown ,,,
Q7UL82,9.B.104.5.1,Unknown ,,,
Q1D006,9.B.104.6.1,Unknown ,,,
G7V388,9.B.104.7.1,Unknown ,,,
Q58AJ7,9.B.105.1.1,Unknown ,,,
A4G5C1,9.B.105.1.2,Unknown ,,,
P94571,9.B.105.1.3,Unknown ,,,
Q7UF32,9.B.105.1.4,Unknown ,,,
B8I766,9.B.105.1.5,Unknown ,,,
Q8F9Y4,9.B.105.1.6,Unknown ,,,
Q6MKG1,9.B.105.1.7,Unknown ,,,
Q6MIB9,9.B.105.1.8,Unknown ,,,
Q8F224,9.B.105.2.1,Unknown ,,,
S2NE98,9.B.105.2.2,Unknown ,,,
906457642,9.B.105.3.1,Unknown ,,,
M4VBQ9,9.B.105.3.3,Unknown ,,,
C7T8U7,9.B.105.3.4,Unknown ,,,
Q9F2T7,9.B.106.1.1,Unknown ,,,
Q858X7,9.B.106.1.2,Unknown ,,,
K0PRD3,9.B.106.1.4,Unknown ,,,
K0JYK9,9.B.106.1.5,Unknown ,,,
W5WK08,9.B.106.1.6,Unknown ,,,
B5G9R1,9.B.106.2.1,Unknown ,,,
D8HIS0,9.B.106.2.2,Unknown ,,,
Q24210,9.B.106.3.2,Unknown ,,,
C5L569,9.B.106.3.3,Unknown ,,,
X0N9X4,9.B.106.4.1,Unknown ,,,
F8FI65,9.B.107.1.1,Unknown ,,,
B0RDT1,9.B.107.1.2,Unknown ,,,
D2QWB3,9.B.107.1.3,Unknown ,,,
Q1J3L0,9.B.107.1.4,Unknown ,,,
J4WT43,9.B.108.1.1,Unknown ,,,
S5DN55,9.B.108.1.2,Unknown ,,,
B3QN68,9.B.108.1.3,Unknown ,,,
Q2CFB4,9.B.108.1.4,Unknown ,,,
D8IUH5,9.B.108.1.5,Unknown ,,,
A3TJM9,9.B.108.1.6,Unknown ,,,
Q27003,9.B.11.1.1,Unknown ,,,
F0VLB1,9.B.11.1.2,Unknown ,,,
D4TYE0,9.B.110.1.2,Unknown ,,,
F7X0P7,9.B.110.2.1,Unknown ,,,
Q9X8H7,9.B.111.1.1,Unknown ,,,
O69916,9.B.111.1.2,Unknown ,,,
Q3M879,9.B.111.1.3,Unknown ,,,
G0ZL54,9.B.112.1.1,Unknown ,,,
Q9BXJ8,9.B.112.1.2,Unknown ,,,
M2X3K0,9.B.115.1.1,Unknown ,,,
F0M2Z7,9.B.115.1.2,Unknown ,,,
B2HS04,9.B.115.1.3,Unknown ,,,
A8ILY4,9.B.115.1.4,Unknown ,,,
B8C953,9.B.115.1.5,Unknown ,,,
D7VS98,9.B.115.1.6,Unknown ,,,
C5WIF8,9.B.116.1.1,Unknown ,,,
F0PUM6,9.B.116.1.2,Unknown ,,,
E5Z496,9.B.116.2.1,Unknown ,,,
C0GCK7,9.B.116.3.1,Unknown ,,,
A6ECX8,9.B.116.3.2,Unknown ,,,
E8VD44,9.B.117.1.1,Unknown ,,,
U2X237,9.B.117.1.2,Unknown ,,,
A6M1J4,9.B.117.1.3,Unknown ,,,
A5CU66,9.B.117.1.4,Unknown ,,,
K9EA75,9.B.117.1.5,Unknown ,,,
H6QZR2,9.B.117.2.1,Unknown ,,,
R1UML2,9.B.117.2.2,Unknown ,,,
S0EU10,9.B.117.2.3,Unknown ,,,
C9ZE02,9.B.117.3.1,Unknown ,,,
I4ETP9,9.B.117.3.2,Unknown ,,,
P45546,9.B.118.1.1,Unknown ,,,
P38631,9.B.119.1.1,Unknown ,,,
Q3B724,9.B.119.1.2,Unknown ,,,
Q9LUD7,9.B.119.1.3,Unknown ,,,
A8JK32,9.B.119.1.4,Unknown ,,,
Q8LPI6,9.B.119.1.5,Unknown ,,,
P68178,9.B.12.1.1,Unknown ,,,
Q6HYZ3,9.B.12.1.3,Unknown ,,,
E0U116,9.B.12.1.4,Unknown ,,,
B3QLD9,9.B.12.1.5,Unknown ,,,
P0AE42,9.B.12.2.1,Unknown ,,,
I1CTU6,9.B.12.2.2,Unknown ,,,
P14359,9.B.12.3.1,Unknown ,,,
Q07549,9.B.12.3.2,Unknown ,,,
P56508,9.B.12.3.3,Unknown ,,,
Q20516,9.B.12.4.1,Unknown ,,,
Q46831,9.B.120.1.1,Unknown ,,,
G4P6M9,9.B.120.1.2,Unknown ,,,
Q5SJX5,9.B.120.1.3,Unknown ,,,
F2M2W9,9.B.120.1.4,Unknown ,,,
F0RPM5,9.B.120.1.5,Unknown ,,,
B5IQA5,9.B.120.1.6,Unknown ,,,
P37645,9.B.121.1.1,Unknown ,,,
G2I0S0,9.B.121.1.2,Unknown ,,,
G5LV43,9.B.121.1.3,Unknown ,,,
G2D9D8,9.B.121.2.1,Unknown ,,,
P75962,9.B.122.1.1,Unknown ,,,
B7KL58,9.B.122.1.2,Unknown ,,,
